year,squad,no,pos,player,date_of_birth_age,caps,club,player_url,club_fa_url,club_fa,club_2,club_country,club_country_flag,goals,captain,player_original,nat_team,club_country_harm,nat_team_alpha3,club_alpha3
2001,Uruguay,9,MF,Rodrigo Lemos,"(1973-10-03)October 3, 1973 (aged 27)",NA,Bella Vista,/wiki/Rodrigo_Lemos,/wiki/Uruguay,Uruguay,Bella Vista,Uruguay,//upload.wikimedia.org/wikipedia/commons//f/fe/Flag_of_Uruguay.svg,NA,FALSE,Rodrigo Lemos,Uruguay,Uruguay,URY,URY
2001,Uruguay,10,MF,Rubén Olivera,"(1983-05-04)May 4, 1983 (aged 18)",NA,Danubio,/wiki/Rub%C3%A9n_Olivera,/wiki/Uruguay,Uruguay,Danubio,Uruguay,//upload.wikimedia.org/wikipedia/commons//f/fe/Flag_of_Uruguay.svg,NA,FALSE,Rubén Olivera,Uruguay,Uruguay,URY,URY
2001,Uruguay,11,FW,Walter Guglielmone,"(1978-04-11)April 11, 1978 (aged 23)",NA,Montevideo Wanderers,/wiki/Walter_Guglielmone,/wiki/Uruguay,Uruguay,Montevideo Wanderers,Uruguay,//upload.wikimedia.org/wikipedia/commons//f/fe/Flag_of_Uruguay.svg,NA,FALSE,Walter Guglielmone,Uruguay,Uruguay,URY,URY
2001,Uruguay,12,GK,Adrián Berbia,"(1977-10-12)October 12, 1977 (aged 23)",NA,Peñarol,/wiki/Adri%C3%A1n_Berbia,/wiki/Uruguay,Uruguay,Peñarol,Uruguay,//upload.wikimedia.org/wikipedia/commons//f/fe/Flag_of_Uruguay.svg,NA,FALSE,Adrián Berbia,Uruguay,Uruguay,URY,URY
2001,Uruguay,13,DF,Carlos Eduardo Gutiérrez,"(1976-12-25)December 25, 1976 (aged 24)",NA,River Plate,/wiki/Carlos_Eduardo_Guti%C3%A9rrez,/wiki/Uruguay,Uruguay,River Plate,Uruguay,//upload.wikimedia.org/wikipedia/commons//f/fe/Flag_of_Uruguay.svg,NA,FALSE,Carlos Eduardo Gutiérrez,Uruguay,Uruguay,URY,URY
2001,Uruguay,14,DF,Alejandro Curbelo,"(1973-09-19)September 19, 1973 (aged 27)",NA,Montevideo Wanderers,/wiki/Alejandro_Curbelo,/wiki/Uruguay,Uruguay,Montevideo Wanderers,Uruguay,//upload.wikimedia.org/wikipedia/commons//f/fe/Flag_of_Uruguay.svg,NA,FALSE,Alejandro Curbelo,Uruguay,Uruguay,URY,URY
2001,Uruguay,15,FW,Carlos María Morales,"(1970-03-01)March 1, 1970 (aged 31)",NA,Toluca,/wiki/Carlos_Mar%C3%ADa_Morales,/wiki/Mexico,Mexico,Toluca,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Carlos María Morales,Uruguay,Mexico,URY,MEX
2001,Uruguay,16,DF,Jorge Anchén,"(1980-08-17)August 17, 1980 (aged 20)",NA,Danubio,/wiki/Jorge_Anch%C3%A9n,/wiki/Uruguay,Uruguay,Danubio,Uruguay,//upload.wikimedia.org/wikipedia/commons//f/fe/Flag_of_Uruguay.svg,NA,FALSE,Jorge Anchén,Uruguay,Uruguay,URY,URY
2001,Uruguay,17,DF,Julio Pablo Rodríguez,"(1977-08-09)August 9, 1977 (aged 23)",NA,Huracán Buceo,/wiki/Julio_Pablo_Rodr%C3%ADguez,/wiki/Uruguay,Uruguay,Huracán Buceo,Uruguay,//upload.wikimedia.org/wikipedia/commons//f/fe/Flag_of_Uruguay.svg,NA,FALSE,Julio Pablo Rodríguez,Uruguay,Uruguay,URY,URY
2001,Uruguay,18,MF,Fabián Estoyanoff,"(1982-09-27)September 27, 1982 (aged 18)",NA,Fénix,/wiki/Fabi%C3%A1n_Estoyanoff,/wiki/Uruguay,Uruguay,Fénix,Uruguay,//upload.wikimedia.org/wikipedia/commons//f/fe/Flag_of_Uruguay.svg,NA,FALSE,Fabián Estoyanoff,Uruguay,Uruguay,URY,URY
2001,Uruguay,19,FW,Javier Chevantón,"(1980-08-12)August 12, 1980 (aged 20)",NA,Danubio,/wiki/Javier_Chevant%C3%B3n,/wiki/Uruguay,Uruguay,Danubio,Uruguay,//upload.wikimedia.org/wikipedia/commons//f/fe/Flag_of_Uruguay.svg,NA,FALSE,Javier Chevantón,Uruguay,Uruguay,URY,URY
2001,Uruguay,20,FW,Richard Morales,"(1975-02-21)February 21, 1975 (aged 26)",NA,Nacional de Football,/wiki/Richard_Morales,/wiki/Uruguay,Uruguay,Nacional de Football,Uruguay,//upload.wikimedia.org/wikipedia/commons//f/fe/Flag_of_Uruguay.svg,NA,FALSE,Richard Morales,Uruguay,Uruguay,URY,URY
2001,Uruguay,21,MF,Sebastián Eguren,"(1981-01-08)January 8, 1981 (aged 20)",NA,Montevideo Wanderers,/wiki/Sebasti%C3%A1n_Eguren,/wiki/Uruguay,Uruguay,Montevideo Wanderers,Uruguay,//upload.wikimedia.org/wikipedia/commons//f/fe/Flag_of_Uruguay.svg,NA,FALSE,Sebastián Eguren,Uruguay,Uruguay,URY,URY
2001,Uruguay,22,MF,Claudio Dadomo,"(1982-02-10)February 10, 1982 (aged 19)",NA,Montevideo Wanderers,/wiki/Claudio_Dadomo,/wiki/Uruguay,Uruguay,Montevideo Wanderers,Uruguay,//upload.wikimedia.org/wikipedia/commons//f/fe/Flag_of_Uruguay.svg,NA,FALSE,Claudio Dadomo,Uruguay,Uruguay,URY,URY
2004,Bolivia,1,GK,José Carlos Fernández,"(1971-01-24)January 24, 1971 (aged 33)",NA,Club Bolívar,/wiki/Jos%C3%A9_Carlos_Fern%C3%A1ndez_(Bolivian_footballer),/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Club Bolívar,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,José Carlos Fernández,Bolivia,Bolivia,BOL,BOL
2004,Bolivia,2,MF,Miguel Hoyos,"(1981-03-11)March 11, 1981 (aged 23)",NA,Oriente Petrolero,/wiki/Miguel_Hoyos,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Oriente Petrolero,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Miguel Hoyos,Bolivia,Bolivia,BOL,BOL
2004,Bolivia,3,DF,Sergio Jauregui,"(1985-03-13)March 13, 1985 (aged 19)",NA,Blooming,/wiki/Sergio_Jauregui,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Blooming,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Sergio Jauregui,Bolivia,Bolivia,BOL,BOL
2004,Bolivia,4,DF,Lorgio Álvarez,"(1978-06-29)June 29, 1978 (aged 26)",NA,Oriente Petrolero,/wiki/Lorgio_%C3%81lvarez,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Oriente Petrolero,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Lorgio Álvarez,Bolivia,Bolivia,BOL,BOL
2004,Bolivia,5,DF,Ronald Arana,"(1977-01-18)January 18, 1977 (aged 27)",NA,Oriente Petrolero,/wiki/Ronald_Arana,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Oriente Petrolero,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Ronald Arana,Bolivia,Bolivia,BOL,BOL
2004,Bolivia,6,FW,Richard Rojas,"(1975-02-22)February 22, 1975 (aged 29)",NA,The Strongest,/wiki/Richard_Rojas,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,The Strongest,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Richard Rojas,Bolivia,Bolivia,BOL,BOL
2004,Bolivia,7,MF,Luis Cristaldo,"(1969-08-31)August 31, 1969 (aged 34)",NA,The Strongest,/wiki/Luis_Cristaldo,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,The Strongest,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,TRUE,Luis Cristaldo (c),Bolivia,Bolivia,BOL,BOL
2004,Bolivia,8,MF,Rubén Tufiño,"(1970-01-09)January 9, 1970 (aged 34)",NA,Club Bolívar,/wiki/Rub%C3%A9n_Tufi%C3%B1o,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Club Bolívar,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Rubén Tufiño,Bolivia,Bolivia,BOL,BOL
2004,Bolivia,9,FW,Miguel Mercado,"(1975-08-20)August 20, 1975 (aged 28)",NA,Club Bolívar,/wiki/Miguel_Mercado,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Club Bolívar,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Miguel Mercado,Bolivia,Bolivia,BOL,BOL
2004,Bolivia,10,MF,Limberg Gutiérrez,"(1977-11-19)November 19, 1977 (aged 26)",NA,Club Bolívar,/wiki/Limberg_Guti%C3%A9rrez,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Club Bolívar,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Limberg Gutiérrez,Bolivia,Bolivia,BOL,BOL
2004,Bolivia,11,FW,Roger Suárez,"(1977-04-02)April 2, 1977 (aged 27)",NA,Club Bolívar,/wiki/Roger_Su%C3%A1rez,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Club Bolívar,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Roger Suárez,Bolivia,Bolivia,BOL,BOL
2004,Bolivia,12,GK,Sergio Galarza,"(1975-08-25)August 25, 1975 (aged 28)",NA,Jorge Wilstermann,/wiki/Sergio_Galarza,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Jorge Wilstermann,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Sergio Galarza,Bolivia,Bolivia,BOL,BOL
2004,Bolivia,13,MF,Wálter Flores,"(1978-10-29)October 29, 1978 (aged 25)",NA,San José,/wiki/W%C3%A1lter_Flores_(footballer),/wiki/Bolivian_Football_Federation,Bolivian Football Federation,San José,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Wálter Flores,Bolivia,Bolivia,BOL,BOL
2004,Bolivia,14,DF,Hermán Solíz,"(1982-07-14)July 14, 1982 (aged 21)",NA,The Strongest,/wiki/Herm%C3%A1n_Sol%C3%ADz,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,The Strongest,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Hermán Solíz,Bolivia,Bolivia,BOL,BOL
2004,Bolivia,15,MF,Límbert Pizarro,"(1979-04-04)April 4, 1979 (aged 25)",NA,Club Bolívar,/wiki/L%C3%ADmbert_Pizarro,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Club Bolívar,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Límbert Pizarro,Bolivia,Bolivia,BOL,BOL
2004,Bolivia,16,DF,Ronald Raldes,"(1981-04-20)April 20, 1981 (aged 23)",NA,Rosario Central,/wiki/Ronald_Raldes,/wiki/Argentine_Football_Association,Argentine Football Association,Rosario Central,Argentina,//upload.wikimedia.org/wikipedia/commons//1/1a/Flag_of_Argentina.svg,NA,FALSE,Ronald Raldes,Bolivia,Argentina,BOL,ARG
2004,Bolivia,17,FW,Juan Carlos Arce,"(1985-04-10)April 10, 1985 (aged 19)",NA,Oriente Petrolero,/wiki/Juan_Carlos_Arce,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Oriente Petrolero,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Juan Carlos Arce,Bolivia,Bolivia,BOL,BOL
2004,Bolivia,18,FW,Getulio Vaca Diez [it],"(1984-01-24)January 24, 1984 (aged 20)",NA,Blooming,/w/index.php?title=Getulio_Vaca_Diez&action=edit&redlink=1,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Blooming,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Getulio Vaca Diez [it],Bolivia,Bolivia,BOL,BOL
2004,Bolivia,19,MF,Gonzalo Galindo,"(1974-10-20)October 20, 1974 (aged 29)",NA,Club Bolívar,/wiki/Gonzalo_Galindo,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Club Bolívar,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Gonzalo Galindo,Bolivia,Bolivia,BOL,BOL
2004,Bolivia,20,FW,Joaquín Botero,"(1977-12-10)December 10, 1977 (aged 26)",NA,UNAM,/wiki/Joaqu%C3%ADn_Botero,/wiki/Mexican_Football_Federation,Mexican Football Federation,UNAM,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Joaquín Botero,Bolivia,Mexico,BOL,MEX
2004,Bolivia,21,GK,Leonardo Fernández,"(1974-03-13)March 13, 1974 (aged 30)",NA,Chacarita Juniors,/wiki/Leonardo_Fern%C3%A1ndez_(Bolivian_footballer),/wiki/Argentine_Football_Association,Argentine Football Association,Chacarita Juniors,Argentina,//upload.wikimedia.org/wikipedia/commons//1/1a/Flag_of_Argentina.svg,NA,FALSE,Leonardo Fernández,Bolivia,Argentina,BOL,ARG
2004,Bolivia,22,DF,Juan Carlos Sánchez,"(1985-03-01)March 1, 1985 (aged 19)",NA,Oriente Petrolero,/wiki/Juan_Carlos_S%C3%A1nchez_Ampuero,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Oriente Petrolero,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Juan Carlos Sánchez,Bolivia,Bolivia,BOL,BOL
2004,Colombia,1,GK,Juan Carlos Henao,"(1971-12-30)December 30, 1971 (aged 32)",NA,Once Caldas,/wiki/Juan_Carlos_Henao,/wiki/Colombian_Football_Federation,Colombian Football Federation,Once Caldas,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,TRUE,Juan Carlos Henao (c),Colombia,Colombia,COL,COL
2004,Colombia,2,DF,Andrés González,"(1984-01-08)January 8, 1984 (aged 20)",NA,América de Cali,/wiki/Andr%C3%A9s_Gonz%C3%A1lez_(Colombian_footballer),/wiki/Colombian_Football_Federation,Colombian Football Federation,América de Cali,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Andrés González,Colombia,Colombia,COL,COL
2004,Colombia,3,MF,Jaime Castrillón,"(1983-04-05)April 5, 1983 (aged 21)",NA,Independiente Medellín,/wiki/Jaime_Castrill%C3%B3n,/wiki/Colombian_Football_Federation,Colombian Football Federation,Independiente Medellín,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Jaime Castrillón,Colombia,Colombia,COL,COL
2004,Colombia,4,DF,Jésus Sinisterra,"(1975-12-09)December 9, 1975 (aged 28)",NA,Arminia Bielefeld,/wiki/J%C3%A9sus_Sinisterra,/wiki/German_Football_Association,German Football Association,Arminia Bielefeld,Germany,//upload.wikimedia.org/wikipedia/en//b/ba/Flag_of_Germany.svg,NA,FALSE,Jésus Sinisterra,Colombia,Germany,COL,DEU
2004,Colombia,5,DF,Andrés Orozco,"(1971-01-24)January 24, 1971 (aged 33)",NA,Racing Club,/wiki/Andr%C3%A9s_Orozco,/wiki/Argentine_Football_Association,Argentine Football Association,Racing Club,Argentina,//upload.wikimedia.org/wikipedia/commons//1/1a/Flag_of_Argentina.svg,NA,FALSE,Andrés Orozco,Colombia,Argentina,COL,ARG
2004,Colombia,6,MF,Oscar Díaz,"(1972-06-06)June 6, 1972 (aged 32)",NA,Deportivo Cali,/wiki/Oscar_D%C3%ADaz_Asprilla,/wiki/Colombian_Football_Federation,Colombian Football Federation,Deportivo Cali,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Oscar Díaz,Colombia,Colombia,COL,COL
2004,Colombia,7,FW,Tressor Moreno,"(1979-01-11)January 11, 1979 (aged 25)",NA,Deportivo Cali,/wiki/Tressor_Moreno,/wiki/Colombian_Football_Federation,Colombian Football Federation,Deportivo Cali,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Tressor Moreno,Colombia,Colombia,COL,COL
2004,Colombia,8,MF,David Ferreira,"(1979-08-09)August 9, 1979 (aged 24)",NA,América de Cali,/wiki/David_Ferreira,/wiki/Colombian_Football_Federation,Colombian Football Federation,América de Cali,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,David Ferreira,Colombia,Colombia,COL,COL
2004,Colombia,9,FW,Sergio Herrera,"(1981-03-15)March 15, 1981 (aged 23)",NA,América de Cali,"/wiki/Sergio_Herrera_(footballer,_born_1981)",/wiki/Colombian_Football_Federation,Colombian Football Federation,América de Cali,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Sergio Herrera,Colombia,Colombia,COL,COL
2004,Colombia,10,MF,Neider Morantes,"(1975-08-03)August 3, 1975 (aged 28)",NA,Independiente Medellín,/wiki/Neider_Morantes,/wiki/Colombian_Football_Federation,Colombian Football Federation,Independiente Medellín,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Neider Morantes,Colombia,Colombia,COL,COL
2004,Colombia,11,FW,Elkin Murillo,"(1977-09-20)September 20, 1977 (aged 26)",NA,LDU Quito,/wiki/Elkin_Murillo,/wiki/Ecuadorian_Football_Federation,Ecuadorian Football Federation,LDU Quito,Ecuador,//upload.wikimedia.org/wikipedia/commons//e/e8/Flag_of_Ecuador.svg,NA,FALSE,Elkin Murillo,Colombia,Ecuador,COL,ECU
2004,Colombia,12,GK,Bréiner Castillo,"(1978-05-05)May 5, 1978 (aged 26)",NA,Deportivo Cali,/wiki/Br%C3%A9iner_Castillo,/wiki/Colombian_Football_Federation,Colombian Football Federation,Deportivo Cali,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Bréiner Castillo,Colombia,Colombia,COL,COL
2004,Colombia,13,DF,Arley Dinas,"(1974-05-16)May 16, 1974 (aged 30)",NA,Deportes Tolima,/wiki/Arley_Dinas,/wiki/Colombian_Football_Federation,Colombian Football Federation,Deportes Tolima,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Arley Dinas,Colombia,Colombia,COL,COL
2004,Colombia,14,FW,Edixon Perea Valencia,"(1984-04-20)April 20, 1984 (aged 20)",NA,Atlético Nacional,/wiki/Edixon_Perea_Valencia,/wiki/Colombian_Football_Federation,Colombian Football Federation,Atlético Nacional,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Edixon Perea Valencia,Colombia,Colombia,COL,COL
2004,Colombia,15,MF,Jhon Viáfara,"(1978-10-27)October 27, 1978 (aged 25)",NA,Once Caldas,/wiki/Jhon_Vi%C3%A1fara,/wiki/Colombian_Football_Federation,Colombian Football Federation,Once Caldas,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Jhon Viáfara,Colombia,Colombia,COL,COL
2004,Colombia,16,FW,Edwin Congo,"(1976-10-07)October 7, 1976 (aged 27)",NA,Levante,/wiki/Edwin_Congo,/wiki/Royal_Spanish_Football_Federation,Royal Spanish Football Federation,Levante,Spain,//upload.wikimedia.org/wikipedia/en//9/9a/Flag_of_Spain.svg,NA,FALSE,Edwin Congo,Colombia,Spain,COL,ESP
2004,Colombia,17,MF,Jairo Patiño,"(1978-04-05)April 5, 1978 (aged 26)",NA,Newell's Old Boys,/wiki/Jairo_Pati%C3%B1o,/wiki/Argentine_Football_Association,Argentine Football Association,Newell's Old Boys,Argentina,//upload.wikimedia.org/wikipedia/commons//1/1a/Flag_of_Argentina.svg,NA,FALSE,Jairo Patiño,Colombia,Argentina,COL,ARG
2004,Colombia,18,MF,Abel Aguilar,"(1985-01-06)January 6, 1985 (aged 19)",NA,Deportivo Cali,/wiki/Abel_Aguilar,/wiki/Colombian_Football_Federation,Colombian Football Federation,Deportivo Cali,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Abel Aguilar,Colombia,Colombia,COL,COL
2004,Colombia,19,MF,José Amaya,"(1980-07-16)July 16, 1980 (aged 23)",NA,Atlético Junior,/wiki/Jos%C3%A9_Amaya,/wiki/Colombian_Football_Federation,Colombian Football Federation,Atlético Junior,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,José Amaya,Colombia,Colombia,COL,COL
2004,Colombia,20,DF,Gustavo Victoria,"(1980-05-14)May 14, 1980 (aged 24)",NA,Çaykur Rizespor,/wiki/Gustavo_Victoria,/wiki/Turkish_Football_Federation,Turkish Football Federation,Çaykur Rizespor,Turkey,//upload.wikimedia.org/wikipedia/commons//b/b4/Flag_of_Turkey.svg,NA,FALSE,Gustavo Victoria,Colombia,Turkey,COL,TUR
2004,Colombia,21,DF,Hayder Palacio,"(1979-07-22)July 22, 1979 (aged 24)",NA,Atlético Junior,/wiki/Hayder_Palacio,/wiki/Colombian_Football_Federation,Colombian Football Federation,Atlético Junior,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Hayder Palacio,Colombia,Colombia,COL,COL
2004,Colombia,22,DF,Gonzalo Martínez,"(1975-11-30)November 30, 1975 (aged 28)",NA,Napoli,/wiki/Gonzalo_Mart%C3%ADnez,/wiki/Italian_Football_Federation,Italian Football Federation,Napoli,Italy,//upload.wikimedia.org/wikipedia/en//0/03/Flag_of_Italy.svg,NA,FALSE,Gonzalo Martínez,Colombia,Italy,COL,ITA
2004,Peru,1,GK,Óscar Ibáñez,"(1967-08-08)August 8, 1967 (aged 36)",NA,Cienciano,/wiki/%C3%93scar_Ib%C3%A1%C3%B1ez,/wiki/Peruvian_Football_Federation,Peruvian Football Federation,Cienciano,Peru,//upload.wikimedia.org/wikipedia/commons//d/df/Flag_of_Peru_%28state%29.svg,NA,FALSE,Óscar Ibáñez,Peru,Peru,PER,PER
2004,Peru,2,DF,Santiago Acasiete,"(1977-11-22)November 22, 1977 (aged 26)",NA,Cienciano,/wiki/Santiago_Acasiete,/wiki/Peruvian_Football_Federation,Peruvian Football Federation,Cienciano,Peru,//upload.wikimedia.org/wikipedia/commons//d/df/Flag_of_Peru_%28state%29.svg,NA,FALSE,Santiago Acasiete,Peru,Peru,PER,PER
2004,Peru,3,DF,Miguel Rebosio,"(1976-10-20)October 20, 1976 (aged 27)",NA,Real Zaragoza,/wiki/Miguel_Rebosio,/wiki/Royal_Spanish_Football_Federation,Royal Spanish Football Federation,Real Zaragoza,Spain,//upload.wikimedia.org/wikipedia/en//9/9a/Flag_of_Spain.svg,NA,FALSE,Miguel Rebosio,Peru,Spain,PER,ESP
2004,Peru,4,DF,Jorge Soto,"(1971-10-27)October 27, 1971 (aged 32)",NA,Sporting Cristal,/wiki/Jorge_Soto_(footballer),/wiki/Peruvian_Football_Federation,Peruvian Football Federation,Sporting Cristal,Peru,//upload.wikimedia.org/wikipedia/commons//d/df/Flag_of_Peru_%28state%29.svg,NA,FALSE,Jorge Soto,Peru,Peru,PER,PER
2004,Peru,5,DF,Martín Hidalgo,"(1976-06-15)June 15, 1976 (aged 28)",NA,Alianza Lima,/wiki/Mart%C3%ADn_Hidalgo,/wiki/Peruvian_Football_Federation,Peruvian Football Federation,Alianza Lima,Peru,//upload.wikimedia.org/wikipedia/commons//d/df/Flag_of_Peru_%28state%29.svg,NA,FALSE,Martín Hidalgo,Peru,Peru,PER,PER
2004,Peru,6,DF,Walter Vílchez,"(1982-02-20)February 20, 1982 (aged 22)",NA,Alianza Lima,/wiki/Walter_V%C3%ADlchez,/wiki/Peruvian_Football_Federation,Peruvian Football Federation,Alianza Lima,Peru,//upload.wikimedia.org/wikipedia/commons//d/df/Flag_of_Peru_%28state%29.svg,NA,FALSE,Walter Vílchez,Peru,Peru,PER,PER
2004,Peru,7,MF,Nolberto Solano,"(1974-12-12)December 12, 1974 (aged 29)",NA,Aston Villa,/wiki/Nolberto_Solano,/wiki/The_Football_Association,The Football Association,Aston Villa,England,//upload.wikimedia.org/wikipedia/en//b/be/Flag_of_England.svg,NA,FALSE,Nolberto Solano,Peru,England,PER,GB-ENG
2004,Peru,8,MF,Juan José Jayo,"(1973-01-20)January 20, 1973 (aged 31)",NA,Alianza Lima,/wiki/Juan_Jos%C3%A9_Jayo,/wiki/Peruvian_Football_Federation,Peruvian Football Federation,Alianza Lima,Peru,//upload.wikimedia.org/wikipedia/commons//d/df/Flag_of_Peru_%28state%29.svg,NA,FALSE,Juan José Jayo,Peru,Peru,PER,PER
2004,Peru,9,FW,Flavio Maestri,"(1973-01-21)January 21, 1973 (aged 31)",NA,Vitória,/wiki/Flavio_Maestri,/wiki/Brazilian_Football_Confederation,Brazilian Football Confederation,Vitória,Brazil,//upload.wikimedia.org/wikipedia/en//0/05/Flag_of_Brazil.svg,NA,FALSE,Flavio Maestri,Peru,Brazil,PER,BRA
2004,Peru,10,MF,Roberto Palacios,"(1972-12-28)December 28, 1972 (aged 31)",NA,Morelia,/wiki/Roberto_Palacios,/wiki/Mexican_Football_Federation,Mexican Football Federation,Morelia,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Roberto Palacios,Peru,Mexico,PER,MEX
2004,Peru,11,MF,Aldo Olcese,"(1974-10-23)October 23, 1974 (aged 29)",NA,Alianza Lima,/wiki/Aldo_Olcese,/wiki/Peruvian_Football_Federation,Peruvian Football Federation,Alianza Lima,Peru,//upload.wikimedia.org/wikipedia/commons//d/df/Flag_of_Peru_%28state%29.svg,NA,FALSE,Aldo Olcese,Peru,Peru,PER,PER
2004,Peru,12,GK,Erick Delgado,"(1982-06-30)June 30, 1982 (aged 22)",NA,Sporting Cristal,/wiki/Erick_Delgado,/wiki/Peruvian_Football_Federation,Peruvian Football Federation,Sporting Cristal,Peru,//upload.wikimedia.org/wikipedia/commons//d/df/Flag_of_Peru_%28state%29.svg,NA,FALSE,Erick Delgado,Peru,Peru,PER,PER
2004,Peru,13,DF,Juan Carlos la Rosa,"(1980-12-03)December 3, 1980 (aged 23)",NA,Cienciano,/wiki/Juan_Carlos_la_Rosa,/wiki/Peruvian_Football_Federation,Peruvian Football Federation,Cienciano,Peru,//upload.wikimedia.org/wikipedia/commons//d/df/Flag_of_Peru_%28state%29.svg,NA,FALSE,Juan Carlos la Rosa,Peru,Peru,PER,PER
